timestamp,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,bid_price_2,bid_volume_2,ask_price_2,ask_volume_2,bid_price_3,bid_volume_3,ask_price_3,ask_volume_3,bid_price_4,bid_volume_4,ask_price_4,ask_volume_4,bid_price_5,bid_volume_5,ask_price_5,ask_volume_5,bid_price_6,bid_volume_6,ask_price_6,ask_volume_6,bid_price_7,bid_volume_7,ask_price_7,ask_volume_7,bid_price_8,bid_volume_8,ask_price_8,ask_volume_8,bid_price_9,bid_volume_9,ask_price_9,ask_volume_9,bid_price_10,bid_volume_10,ask_price_10,ask_volume_10,spread
1751798544263375968,99.9942,328,100.0634,318,99.9844,224,100.0728,346,99.9743,192,100.0825,307,99.9648,141,100.0932,411,99.9544,203,100.103,397,99.9445,111,100.113,454,99.9346,177,100.123,45,99.9241,281,100.1332,397,99.9146,489,100.1425,481,99.9047,356,100.1528,302,0.0692
1751798544263475968,99.9918,202,100.0626,279,99.9818,319,100.073,236,99.9718,176,100.0829,169,99.9618,458,100.0927,49,99.9511,22,100.1027,101,99.9418,128,100.1126,19,99.9309,379,100.1228,302,99.9215,209,100.1329,212,99.9113,77,100.1425,331,99.9015,254,100.1529,387,0.0708
1751798544263575968,99.9884,239,100.062,456,99.9783,362,100.0715,250,99.9686,471,100.0815,480,99.9581,112,100.0922,155,99.9484,384,100.1014,83,99.9388,355,100.1118,307,99.9285,271,100.1219,27,99.9186,77,100.1324,178,99.9089,456,100.1415,73,99.8982,385,100.1524,221,0.0736
1751798544263675968,99.9857,35,100.0581,290,99.9753,108,100.0677,432,99.9654,246,100.0781,19,99.9562,180,100.0877,108,99.9462,286,100.0983,181,99.9359,140,100.1082,326,99.9261,104,100.1176,260,99.9156,174,100.1274,269,99.906,498,100.1374,286,99.8958,242,100.148,469,0.0724
1751798544263775968,99.9842,132,100.0599,495,99.9737,307,100.07,486,99.9638,228,100.0805,223,99.954,469,100.0901,112,99.9439,203,100.0997,366,99.9337,103,100.1101,304,99.9243,480,100.1199,314,99.9137,11,100.1298,332,99.9042,462,100.1405,271,99.894,60,100.1503,70,0.0757
1751798544263875968,99.9809,228,100.0573,280,99.9715,416,100.0673,304,99.9615,12,100.0768,31,99.9515,62,100.0873,198,99.9411,462,100.0968,463,99.9314,452,100.1068,382,99.9216,230,100.1166,52,99.9115,106,100.1267,324,99.9016,490,100.1367,474,99.8909,230,100.1468,258,0.0764
1751798544263975968,99.9805,331,100.0565,162,99.9709,471,100.0663,474,99.9611,197,100.0766,262,99.9509,72,100.0865,177,99.9412,154,100.0959,150,99.9307,392,100.1058,464,99.9205,147,100.1166,278,99.911,446,100.1265,491,99.9005,230,100.1361,252,99.8908,207,100.1465,481,0.076
1751798544264075968,99.9822,493,100.0536,498,99.972,36,100.0634,493,99.9625,224,100.0732,482,99.9523,467,100.084,147,99.9427,19,100.0937,82,99.9328,69,100.1034,88,99.9229,433,100.1132,227,99.9129,355,100.1239,319,99.9027,104,100.1337,230,99.8926,437,100.1435,170,0.0714
1751798544264175968,99.9855,230,100.0531,397,99.9757,59,100.0631,54,99.9657,443,100.0732,98,99.9552,229,100.0836,440,99.9452,283,100.0935,119,99.9353,66,100.1031,325,99.9254,57,100.1133,327,99.9152,358,100.1231,59,99.9058,357,100.1337,419,99.8955,66,100.1437,281,0.0676
1751798544264275968,99.9886,425,100.0576,54,99.979,268,100.0676,256,99.9692,369,100.0778,382,99.9591,66,100.0882,488,99.9491,380,100.0981,420,99.9386,406,100.108,235,99.9293,342,100.1184,151,99.9192,147,100.1282,89,99.9089,183,100.1381,265,99.899,71,100.1479,427,0.069
1751798544264375968,99.9854,339,100.0549,205,99.9755,466,100.065,361,99.9649,415,100.0753,462,99.9549,102,100.0852,430,99.945,156,100.0947,398,99.9348,44,100.1049,455,99.925,73,100.115,482,99.9155,481,100.1253,30,99.9052,69,100.1349,42,99.8949,449,100.1446,394,0.0695
1751798544264475968,99.9843,97,100.0503,222,99.9738,41,100.0603,25,99.9639,287,100.07,297,99.9535,255,100.0807,418,99.9442,70,100.0898,426,99.9338,335,100.0999,401,99.9241,82,100.1107,245,99.914,417,100.1204,53,99.9034,40,100.1301,183,99.8936,441,100.1399,61,0.066
1751798544264575968,99.9849,185,100.0523,129,99.9747,290,100.062,411,99.9654,407,100.0724,381,99.9546,262,100.0824,384,99.9453,457,100.0917,12,99.9351,442,100.1024,383,99.9247,466,100.1127,479,99.9149,228,100.122,455,99.905,303,100.1323,367,99.8948,279,100.1423,417,0.0674
1751798544264675968,99.989,444,100.0504,123,99.9797,27,100.0604,358,99.9692,87,100.0696,29,99.959,286,100.0801,257,99.9492,370,100.0898,62,99.9398,33,100.1,354,99.9295,172,100.1101,321,99.9199,470,100.1205,374,99.9095,349,100.1302,175,99.8989,281,100.1405,287,0.0614
1751798544264775968,99.9846,395,100.0521,450,99.9746,177,100.0614,206,99.9649,303,100.0721,195,99.955,137,100.0818,81,99.9444,396,100.0912,162,99.9346,247,100.1014,73,99.9248,487,100.112,52,99.9149,215,100.1218,202,99.9046,36,100.1315,10,99.895,207,100.142,181,0.0675
1751798544264875968,99.9801,193,100.0467,238,99.9698,280,100.0569,284,99.9603,168,100.0672,41,99.9498,279,100.0771,436,99.9397,365,100.0866,460,99.9301,284,100.0971,290,99.9202,389,100.1064,438,99.9101,260,100.117,177,99.9003,39,100.1263,398,99.8898,168,100.1369,98,0.0666
1751798544264975968,99.9781,269,100.0491,171,99.968,448,100.0593,352,99.9572,452,100.0696,84,99.9475,192,100.0794,326,99.9372,413,100.0892,346,99.9281,45,100.1,293,99.9172,401,100.1093,229,99.9081,404,100.1191,377,99.8973,65,100.1299,342,99.8872,252,100.1392,182,0.071
1751798544265075968,99.9772,437,100.053,347,99.9681,101,100.0628,495,99.9581,403,100.073,385,99.9481,117,100.083,70,99.9379,465,100.0932,215,99.9274,62,100.1029,492,99.9178,197,100.113,333,99.9074,401,100.1228,250,99.8975,144,100.1331,98,99.8881,195,100.1432,454,0.0758
1751798544265175968,99.9816,296,100.0518,494,99.9712,143,100.0617,300,99.9616,123,100.072,169,99.9508,321,100.0816,168,99.9406,343,100.0924,88,99.9311,77,100.1017,226,99.9212,458,100.1122,392,99.9108,342,100.1217,289,99.9012,391,100.1321,432,99.8916,323,100.1416,475,0.0702
1751798544265275968,99.9774,400,100.0519,192,99.9683,221,100.0616,271,99.958,195,100.0715,194,99.9476,167,100.0815,76,99.9376,425,100.0919,278,99.9283,488,100.1013,143,99.9175,174,100.1113,274,99.9081,127,100.1213,346,99.8981,220,100.1311,489,99.8883,241,100.1413,491,0.0745
1751798544265375968,99.9771,26,100.055,125,99.9667,11,100.0653,86,99.9565,226,100.0748,117,99.9466,140,100.0851,194,99.937,350,100.0952,455,99.927,286,100.1053,315,99.9165,196,100.1147,370,99.9073,91,100.1245,469,99.8973,220,100.1348,378,99.8869,219,100.1445,136,0.0779
1751798544265475968,99.9787,286,100.0583,352,99.9689,328,100.0689,358,99.9582,329,100.0785,389,99.9487,35,100.0881,304,99.9382,453,100.0985,229,99.9291,238,100.1085,231,99.9187,477,100.1183,33,99.9084,65,100.1281,474,99.8983,177,100.1381,498,99.8886,399,100.1488,202,0.0796
1751798544265575968,99.9812,347,100.0592,169,99.9711,498,100.0689,309,99.9613,60,100.0797,404,99.9514,323,100.0888,54,99.9415,327,100.0993,412,99.9309,393,100.1094,274,99.9215,210,100.1194,447,99.9109,287,100.1292,246,99.9018,300,100.1395,126,99.8917,358,100.1496,107,0.078
1751798544265675968,99.9797,93,100.0569,132,99.9691,358,100.0667,426,99.9601,61,100.0773,361,99.9498,43,100.0872,292,99.9396,48,100.0973,440,99.9291,431,100.1068,381,99.9197,56,100.1171,393,99.9098,155,100.1273,11,99.8998,54,100.1374,49,99.8895,125,100.1474,328,0.0772
1751798544265775968,99.9825,494,100.0575,183,99.9726,479,100.0674,184,99.9621,332,100.0778,364,99.9522,425,100.0873,324,99.9425,64,100.0976,316,99.9323,269,100.1072,480,99.9219,290,100.1169,351,99.9123,64,100.1274,469,99.902,267,100.1376,96,99.8926,229,100.1478,252,0.075
1751798544265875968,99.9801,389,100.0553,336,99.97,190,100.0659,195,99.96,98,100.0752,38,99.9506,251,100.0853,316,99.94,88,100.0957,200,99.9307,327,100.1057,164,99.9207,484,100.115,41,99.9103,472,100.1256,432,99.9,251,100.135,12,99.8902,498,100.1452,160,0.0752
1751798544265975968,99.9856,340,100.0538,340,99.9748,373,100.0645,483,99.965,410,100.0743,281,99.9551,299,100.0839,497,99.945,391,100.0939,464,99.9355,43,100.1042,286,99.9253,325,100.1138,13,99.9155,181,100.1246,330,99.9053,70,100.1338,183,99.8956,256,100.1443,275,0.0682
1751798544266075968,99.9884,222,100.0532,64,99.9782,313,100.0628,156,99.9679,22,100.0733,468,99.9582,116,100.0833,191,99.9481,95,100.0932,432,99.9387,50,100.1034,341,99.928,420,100.1136,413,99.9187,99,100.1235,489,99.908,269,100.1335,422,99.8988,309,100.1437,282,0.0648
1751798544266175968,99.9866,452,100.0561,370,99.9768,209,100.0659,434,99.9669,173,100.076,311,99.9568,84,100.0867,382,99.9469,484,100.0963,456,99.9372,402,100.1062,468,99.9267,279,100.1164,407,99.9163,80,100.1258,144,99.9069,197,100.1359,496,99.8969,237,100.1467,41,0.0695
1751798544266275968,99.9916,223,100.0589,334,99.9812,145,100.0689,384,99.9715,303,100.0789,75,99.9618,24,100.0889,209,99.9516,452,100.0985,399,99.9418,424,100.1087,110,99.931,245,100.1185,133,99.9218,216,100.1285,496,99.9116,322,100.1386,393,99.9011,142,100.149,53,0.0673
1751798544266375968,99.9904,113,100.0627,249,99.9806,73,100.0731,60,99.9706,407,100.0834,350,99.9604,195,100.0928,356,99.9506,373,100.1029,11,99.9405,497,100.1133,12,99.9302,314,100.1228,30,99.92,225,100.1331,345,99.9105,346,100.1435,163,99.8998,103,100.1525,382,0.0723
1751798544266475968,99.9908,312,100.0605,341,99.9815,245,100.0708,84,99.9709,257,100.0811,129,99.9612,322,100.0905,479,99.9508,133,100.1013,447,99.9414,460,100.111,185,99.9316,129,100.1205,356,99.9207,253,100.1306,438,99.9111,463,100.1408,221,99.9015,248,100.151,444,0.0697
1751798544266575968,99.9951,341,100.0563,337,99.986,21,100.0663,451,99.9754,188,100.076,458,99.9652,274,100.0859,101,99.9557,79,100.0958,72,99.9453,357,100.1059,131,99.9356,351,100.1158,152,99.9257,458,100.1256,73,99.916,282,100.1365,85,99.9054,482,100.1461,62,0.0612
1751798544266675968,99.9948,415,100.0553,298,99.985,261,100.066,47,99.9748,27,100.0753,370,99.9648,38,100.0861,25,99.9546,262,100.0962,419,99.9444,480,100.1059,86,99.9352,166,100.1156,141,99.925,465,100.1252,95,99.9153,111,100.1359,449,99.9049,363,100.1455,81,0.0605
1751798544266775968,99.9929,221,100.0527,95,99.9824,404,100.0622,406,99.9728,227,100.0729,102,99.9626,102,100.083,124,99.9522,335,100.0928,433,99.9428,476,100.1021,22,99.9327,272,100.1125,413,99.9222,477,100.1223,271,99.9126,418,100.1322,255,99.9026,289,100.1427,321,0.0598
1751798544266875968,99.995,386,100.0558,26,99.9849,320,100.0661,455,99.9746,50,100.0757,259,99.9645,225,100.086,368,99.9542,38,100.0957,329,99.9444,350,100.1056,405,99.9344,305,100.1154,294,99.9251,163,100.126,102,99.9151,153,100.1361,292,99.9044,409,100.146,333,0.0608
1751798544266975968,99.9979,437,100.0542,437,99.9875,273,100.0642,438,99.978,231,100.0735,269,99.9678,380,100.0841,221,99.958,435,100.0938,280,99.9481,423,100.104,174,99.9381,113,100.1135,12,99.9278,478,100.1241,306,99.9172,301,100.1337,449,99.9073,380,100.1439,49,0.0563
1751798544267075968,99.9981,32,100.0555,23,99.9883,22,100.0655,143,99.9781,229,100.0757,350,99.9674,266,100.0854,182,99.9583,484,100.0952,299,99.948,279,100.1056,188,99.9377,376,100.1156,234,99.9283,168,100.1252,342,99.9182,493,100.1356,50,99.9076,164,100.1452,204,0.0574
1751798544267175968,99.9967,260,100.0559,203,99.9866,278,100.0653,105,99.9762,124,100.0757,331,99.9662,156,100.0853,194,99.9559,499,100.0958,331,99.9463,494,100.1052,346,99.9368,288,100.116,44,99.9267,147,100.1253,261,99.9164,21,100.1357,369,99.9063,367,100.1457,493,0.0592
1751798544267275968,99.9976,40,100.055,488,99.9873,282,100.0649,372,99.9775,148,100.0746,160,99.9668,453,100.0846,372,99.957,53,100.0954,461,99.9473,268,100.1048,437,99.9375,267,100.1148,296,99.9272,386,100.1249,288,99.9168,391,100.135,444,99.9072,404,100.145,214,0.0574
1751798544267375968,100.0,457,100.0595,11,99.9897,410,100.0691,453,99.9799,57,100.0795,77,99.9692,358,100.0897,499,99.9599,473,100.0995,56,99.9495,308,100.1093,205,99.94,271,100.1191,284,99.9295,39,100.1292,377,99.9196,16,100.1397,379,99.909,37,100.149,304,0.0595
1751798544267475968,99.9957,281,100.0625,421,99.9862,276,100.0723,409,99.9762,212,100.082,197,99.9657,10,100.092,375,99.9558,407,100.1022,246,99.9461,128,100.1127,181,99.9364,322,100.1225,451,99.9262,269,100.1322,397,99.916,109,100.1423,84,99.9062,334,100.1526,259,0.0668
1751798544267575968,99.9962,231,100.0627,323,99.9862,383,100.0717,366,99.9758,376,100.0824,195,99.9654,201,100.0921,368,99.9556,321,100.1025,123,99.9455,452,100.1123,162,99.936,218,100.1217,302,99.9257,208,100.1318,334,99.9155,385,100.1423,234,99.9063,435,100.1521,251,0.0665
1751798544267675968,99.9935,395,100.0608,22,99.9838,308,100.0707,449,99.9741,458,100.0804,364,99.9642,151,100.0913,46,99.9537,118,100.1012,90,99.9439,140,100.1112,454,99.9341,457,100.1212,399,99.9237,374,100.1309,312,99.9135,428,100.1408,308,99.9035,13,100.1509,29,0.0673
1751798544267775968,99.997,411,100.0615,138,99.9871,204,100.0712,161,99.9776,401,100.0817,407,99.967,24,100.0916,355,99.9574,126,100.1015,304,99.9478,60,100.1114,399,99.9375,496,100.1219,72,99.9276,349,100.1315,267,99.9175,206,100.1419,269,99.9071,230,100.1518,436,0.0645
1751798544267875968,100.0012,28,100.0641,483,99.9915,306,100.0747,209,99.9813,148,100.0845,166,99.9709,493,100.0948,362,99.961,40,100.1039,122,99.9512,302,100.1146,125,99.9415,307,100.1239,210,99.9312,497,100.1339,406,99.9211,157,100.1446,282,99.9109,306,100.1545,237,0.0629
1751798544267975968,99.9991,152,100.0687,178,99.9884,483,100.0794,453,99.979,107,100.0891,456,99.9683,112,100.0994,161,99.9584,496,100.1088,384,99.9491,303,100.1195,247,99.9389,373,100.1295,424,99.9283,56,100.1389,416,99.9183,496,100.149,479,99.909,359,100.1592,192,0.0696
1751798544268075968,99.9999,160,100.0737,158,99.989,225,100.0836,291,99.9796,415,100.094,450,99.9696,473,100.1041,197,99.959,452,100.1138,390,99.9491,59,100.1235,202,99.9395,341,100.1343,28,99.9298,177,100.1443,83,99.919,434,100.1541,403,99.9092,151,100.1635,448,0.0738
1751798544268175968,100.0012,206,100.0714,18,99.9911,67,100.0811,330,99.9814,476,100.0918,248,99.9709,167,100.1013,410,99.9609,83,100.1113,464,99.9511,444,100.1212,362,99.9412,341,100.1314,133,99.9309,69,100.1418,264,99.9216,39,100.1518,263,99.9117,135,100.162,24,0.0702
1751798544268275968,99.9999,427,100.0743,327,99.9898,189,100.0844,323,99.9791,483,100.0948,104,99.9691,88,100.1048,319,99.9598,67,100.1145,299,99.9491,163,100.1242,462,99.9391,332,100.1345,185,99.9291,12,100.1441,115,99.9191,238,100.1547,388,99.909,219,100.1649,199,0.0744
1751798544268375968,99.9998,135,100.0723,430,99.9892,141,100.0823,102,99.98,353,100.0925,143,99.9699,413,100.1024,483,99.9592,322,100.1121,485,99.95,419,100.1226,154,99.9395,378,100.1328,209,99.9297,479,100.1424,146,99.9194,386,100.153,58,99.9097,61,100.1629,205,0.0725
1751798544268475968,99.9968,85,100.0764,436,99.9868,131,100.0862,455,99.9765,196,100.0971,290,99.9664,235,100.107,391,99.9566,255,100.1167,265,99.9462,294,100.1263,114,99.9364,312,100.1366,162,99.9269,119,100.1472,493,99.9165,250,100.1563,221,99.9069,425,100.167,442,0.0796
1751798544268575968,99.9929,260,100.072,398,99.9833,473,100.0828,17,99.973,383,100.0921,80,99.9631,367,100.1029,290,99.9533,272,100.1121,167,99.9428,211,100.1229,332,99.9329,262,100.1327,453,99.9233,264,100.1425,237,99.9129,141,100.1525,146,99.9035,198,100.1622,210,0.0791
1751798544268675968,99.998,43,100.0754,305,99.9874,126,100.0855,106,99.9773,170,100.0949,77,99.9678,36,100.1055,91,99.9575,282,100.1151,30,99.9473,471,100.1249,432,99.9375,464,100.1355,256,99.9281,207,100.1451,106,99.9178,212,100.155,395,99.9077,12,100.1656,120,0.0774
1751798544268775968,99.9953,67,100.0702,475,99.9855,334,100.0809,265,99.975,253,100.0908,430,99.9651,485,100.1005,292,99.9554,207,100.1105,332,99.9451,180,100.1204,210,99.9352,453,100.131,448,99.9253,175,100.1405,417,99.9152,213,100.1506,352,99.9047,57,100.1607,54,0.0749
1751798544268875968,99.9924,241,100.0668,21,99.9821,145,100.0768,441,99.9731,410,100.0873,363,99.963,48,100.0971,261,99.9524,208,100.1072,11,99.9429,339,100.1163,365,99.9324,90,100.1272,107,99.9224,140,100.137,491,99.913,220,100.1471,24,99.9031,126,100.1567,126,0.0744
1751798544268975968,99.9942,56,100.0695,179,99.9845,126,100.0796,163,99.9748,119,100.09,459,99.9643,118,100.1002,35,99.9548,24,100.11,246,99.9443,13,100.1193,157,99.9349,118,100.13,141,99.9241,287,100.1396,442,99.9151,483,100.1502,297,99.9049,106,100.1602,114,0.0753
